#Tue, 20 Aug 2024 21:12:38 GMT
#DEVICE_TYPE,DEVICE_ID,AIRCRAFT_MODEL,REGISTRATION,CN,TRACKED,IDENTIFIED
'F','DD52F5','Slingsby Skylark 4','BNE','BNE','Y','Y'
'F','DD52F6','Astir CS','G-DDMP','533','Y','Y'
'F','DD52F8','DG-1000 T','G-RIEF','EF','Y','Y'
'F','DD52FB','ASG-29','G CKOM','LF','Y','Y'
'F','DD52FE','SZD-59 Acro','D-5970','SZD','Y','Y'
'F','DD52FF','Libelle Std','ZS-GMX','MX','Y','Y'
'F','DD5302','ASK-21','F-CIVY','VY','Y','Y'
'F','DD5303','ASW-15','G-CGDY','914','Y','Y'
'F','DD5304','SF-25','G-BTDA','550','Y','Y'
'F','DD5307','Phoebus','F-CDOK','','Y','Y'
'F','DD5308','SZD-54 Perkoz','G-ONHL','NH2','Y','Y'
'F','DD5309','LS-4','D-7608','WU','Y','Y'
'F','DD530B','ASW-15','D-2712','T','Y','Y'
'F','DD5310','DG-300','S5-3004','PW','Y','Y'
'F','DD5311','MS-893 Commodore','F-BSVU','','Y','Y'
'F','DD5313','PIK-20 E','D-KKKA','3K','Y','Y'
'F','DD5317','Ventus ct','LV-ENX','MM','Y','Y'
'F','DD5319','DG-1000','ZK-GGR','GGR','Y','Y'
'F','DD5320','Libelle Std','G-DCSR','CSR','Y','Y'
'F','DD5321','Ka-6 cr','VH-GQO','QO','Y','Y'
'F','DD5322','SF-25','F-CHCR','HCR','Y','Y'
'F','DD5324','Silent 2 Targa','VH SIW','SIW','Y','Y'
'F','DD5325','Piccolo B','D-KOLF','','Y','Y'
'F','DD532B','LS-3','OO-ZXX','JA','Y','Y'
'F','DD532D','Astir CS','LV-EIW','OK','Y','Y'
'F','DD532E','ASW-19','OK-7567','L7','Y','Y'
'F','DD5334','SZD-51 Junior','PH1006','YT','Y','Y'
'F','DD5337','ASK-21','D-9524','','Y','Y'
'F','DD533C','PA-18 Super Cub','S5-DDE','DDE','Y','Y'
'F','DD5459','DG-200','D6220','D2','Y','Y'
'F','DD709C','Duo Discus xt','D-KMMB','ST','Y','Y'
'F','DD80C6','Ka-8','D-8467','67','Y','Y'
'F','DD80C9','Towplane','HB-DCU','DCU','Y','Y'
'F','DD80D3','Unknown','D-6026','26','Y','Y'
'F','DD80D6','Unknown','D-FSVH','FSH','Y','Y'
'F','DD80D9','Salto H101','HB-1846','IVO','Y','Y'
'F','DD80DC','DR-300','D-EAIO','Sky','Y','Y'
'F','DD80DF','ASK-21','D-1338','IIX','Y','Y'
'F','DD80E0','Ka-8','D-5731','','Y','Y'
'F','DD80E1','Discus t','HB-2207','HP','Y','Y'
'F','DD80E3','SZD-55','SP-3749','TG','Y','Y'
'F','DD80E5','','','','Y','N'
'F','DD80EA','Pilatus B4','HB-1128','ZZ','Y','Y'
'F','DD80EC','Astir CS','D-3289','H5','Y','Y'
'F','DD80F3','Husky A-1','HB-KME2','KM2','Y','Y'
'F','DD80FA','Speed Astir II','D-4873','','Y','Y'
'F','DD8100','ASK-13','F-CEAP','AP','Y','Y'
'F','DD8107','Mosquito','ZS-GLB','82','Y','Y'
'F','DD8110','Discus','4X-GDI','','Y','Y'
'F','DD8123','H36 Dimona','ZS-GBD','','Y','Y'
'F','DD8125','Discus','HB-3094','Z4','Y','Y'
'F','DD8126','Ka-6 cr','D-8424','','Y','Y'
'F','DD812B','Pegase','F-CGOP','335','Y','Y'
'F','DD81A0','LAK-17 BT','F-CLAK','','Y','Y'
'F','DD81C0','Pegase','F-CFXJ','XJ','Y','Y'
'F','DD81D2','LS-1','F-CREZ','','Y','Y'
'F','DD81EE','ASK-13','D-0619','','Y','Y'
'F','DD81F4','ASK-13','D-0852','','Y','Y'
'F','DD81F6','LS-1 d','D-7105','OU','Y','Y'
'F','DD81F7','ASW-15','OK-8877','PC','Y','Y'
'F','DD81F8','Discus','D-1752','K','Y','Y'
'F','DD81F9','ASW-22','D-4959','IGJ','Y','Y'
'F','DD81FA','Astir Jeans','D-4832','','Y','Y'
'F','DD81FB','LS-4','D-6761','','Y','Y'
'F','DD81FC','SZD-55','D-1523','1P','Y','Y'
'F','DD81FE','DG-200','OK-6252','EK','Y','Y'
'F','DD8200','Ka-6 e','D-8735','XG','Y','Y'
'F','DD8202','DG-1000','PH-1432','GO2','Y','Y'
'F','DD8204','ASW-28','D-5917','E1','Y','Y'
'F','DD8205','LS-1 d','D-5804','AM','Y','Y'
'F','DD8206','DG-200','D-6090','CF','Y','Y'
'F','DD8207','Duo Discus','D-8291','X5','Y','Y'
'F','DD8209','ASK-21','D-6179','M6','Y','Y'
'F','DD820B','DG-600','D-KBDI','','Y','Y'
'F','DD820E','Nimbus 2','OM-4400','MF','Y','Y'
'F','DD820F','Kestrel','D-2500','00','Y','Y'
'F','DD8210','Twin Astir III','D-0591','','Y','Y'
'F','DD8214','Astir Club','D-8695','','Y','Y'
'F','DD8215','Other','D-0387','','Y','Y'
'F','DD8217','LS-4','D-3575','2W','Y','Y'
'F','DD8218','ASK-13','D-0916','','Y','Y'
'F','DD8219','ASW-20','D-2499','99','Y','Y'
'F','DD821F','ASK-23','D-3427','27','Y','Y'
'F','DD8220','VSO-10','OM-6501','12','Y','Y'
'F','DD8222','ASK-21','PH844','HY','Y','Y'
'F','DD8223','DG-1000','PH-1431','GO1','Y','Y'
'F','DD8224','LS-4','D-5986','Cap','Y','Y'
'F','DD8225','ASK-21','D-8677','77','Y','Y'
'F','DD822A','LS-8','PH-1080','L8','Y','Y'
'F','DD822B','Discus 2cT','D-KVFF','FF','Y','Y'
'F','DD822D','Astir CS','D-7832','NGD','Y','Y'
'F','DD822E','Hornet','D-7330','LM','Y','Y'
'F','DD822F','Unknown','Test','','Y','Y'
'F','DD8230','Cirrus Std','OK-7241','AL','Y','Y'
'F','DD8233','Aquila A210','D-EUAC','AC','Y','Y'
'F','DD8236','DG-300','D-3177','ER','Y','Y'
'F','DD823A','Grunau Baby','D-1977','','Y','Y'
'F','DD823C','ASK-13','F-CBCL','CL','Y','Y'
'F','DD823E','ASK-21','D-5125','2E','Y','Y'
'F','DD8240','Pegase','F-CHLN','B','Y','Y'
'F','DD8241','ASK-16','D-KITY','TY','Y','Y'
'F','DD8243','LS-8 18','D-2369','YO','Y','Y'
'F','DD8244','ASH-25','F-LEUCH','JJ','Y','Y'
'F','DD8245','Pegase','F-CHLQ','MY','Y','Y'
'F','DD8246','Ka-8','D-4329','','Y','Y'
'F','DD8247','DG-505','D-7927','FA','Y','Y'
'F','DD8249','LS-4','D-3502','02','Y','Y'
'F','DD824B','DR-400','D-EMPB','PB','Y','Y'
'I','DD824C','DG-303','D-5284','GB','Y','Y'
'F','DD824D','LS-3','D-3184','','Y','Y'
'F','DD824F','Ka-8','D-0614','14','Y','Y'
'F','DD8250','Ka-6 cr','D-4129','','Y','Y'
'F','DD8251','Discus','D-5075','75','Y','Y'
'F','DD8255','DG-500','D-KACN','CN','Y','Y'
'F','DD8256','Ka-2','D 0718','K2','Y','Y'
'F','DD825B','ASK-21','D-8801','','Y','Y'
'F','DD825C','Janus Ce','D-0564','','Y','Y'
'F','DD825D','Twin Astir III','D-8762','M3','Y','Y'
'F','DD825E','Duo Discus','D-3958','LX','Y','Y'
'F','DD825F','Ka-8','D-0934','','Y','Y'
'F','DD8260','ASW-20','D-0684','BU','Y','Y'
'F','DD8264','ASW-15','D-2982','CU','Y','Y'
'F','DD8265','ASK-21','D-3679','WH','Y','Y'
'F','DD8267','AS 350','HB-ZPR','','Y','Y'
'F','DD826B','Astir CS-77','D-3274','74','Y','Y'
'F','DD826D','ASK-13','D-0829','','Y','Y'
'F','DD826E','LS-7','D-6192','XA','Y','Y'
'F','DD826F','HK36 Super Dimona','OY-MXB','','Y','Y'
'F','DD8272','Janus B','F-CGQD','MQD','Y','Y'
'F','DD8273','Duo Discus','D-8086','MA','Y','Y'
'F','DD8278','ASW-19','D-6712','Dem','Y','Y'
'F','DD827B','Valentin Kiwi','D-4790','KW','Y','Y'
'F','DD827D','ASH-26 E','D-XXMC','MC','Y','Y'
'F','DD827E','SZD-30 Pirat','D-5762','','Y','Y'
'F','DD8281','VSO-10','OM-4503','K0','Y','Y'
'F','DD8282','LS-6','PH-785','YB','Y','Y'
'F','DD8283','ASK-21','D-2916','FW','Y','Y'
'F','DD8284','VSO-10','OM-2512','G7','Y','Y'
'F','DD8286','VSO-10','OM-0505','D5','Y','Y'
'F','DD8288','Janus A','D-2477','5F','Y','Y'
'F','DD828A','ASK-21','D-1804','LSV','Y','Y'
'F','DD828B','Astir Jeans','D-2548','','Y','Y'
'F','DD828E','SF-25','D-KHEW','','Y','Y'
'F','DD8291','WA30 Bijave','F-CDSQ','SQ','Y','Y'
'F','DD8292','Silent 2 Targa','DF','DF','Y','Y'
'F','DD8293','Libelle Std','D-5470','JJ','Y','Y'
'F','DD8294','ASK-21','','B5','Y','Y'
'F','DD8297','LS-8 18','F-CLSH','B1','Y','Y'
'F','DD829A','LS-4 W','PH1549','HP','Y','Y'
'F','DD829B','Cirrus Std','D-2963','LV','Y','Y'
'F','DD829C','Helicopter','HB-XHB','','Y','Y'
'F','DD829E','Janus B','PH-1252','VZ','Y','Y'
'F','DD829F','Nimbus 4DT','D-KMQB','QB','Y','Y'
'F','DD82A1','Libelle Std','OO-YUM','CC','Y','Y'
'F','DD82A3','ASW-24','D-6270','7E','Y','Y'
'F','DD82AA','Discus','OO-ZXR','OB','Y','Y'
'F','DD82AB','Twin Astir II','LN-GLX','LX','Y','Y'
'F','DD82AD','ASK-21','D-0650','50','Y','Y'
'F','DD82AE','Janus C','OO-KDB','KB','Y','Y'
'F','DD82AF','VSO-10','OK-9502','B2','Y','Y'
'F','DD82B2','Mistral C','D-4928','VO','Y','Y'
'F','DD82B4','Duo Discus','D-4218','WX','Y','Y'
'F','DD82B6','Discus','D-5160','E2','Y','Y'
'F','DD82B7','LS-8 18','D-1698','6W','Y','Y'
'F','DD82B8','DR-300','F-HGFT','FT','Y','Y'
'F','DD82BB','LS-6','OM-6600','GI','Y','Y'
'F','DD82BE','Astir Club','D-4549','E6','Y','Y'
'F','DD82BF','SZD-48-3 Jantar Std 3','HA-4467','GTi','Y','Y'
'F','DD82C0','LS-1 f','D-6477','','Y','Y'
'F','DD82C1','Ka-8','D-0548','','Y','Y'
'F','DD82C3','Libelle Club','D-2472','MiV','Y','Y'
'F','DD82C5','ASW-20','D-3386','ISM','Y','Y'
'O','DD82C6','SF-27','OK-3157','','Y','Y'
'F','DD82C8','DG-1000','LN-GCN','CN','Y','Y'
'F','DD82CA','ASK-13','PH-453','453','Y','Y'
'F','DD82CB','Ka-8','D-5727','27','Y','Y'
'F','DD82CC','Astir CS-77','D-8990','HF','Y','Y'
'F','DD82CD','LS-4','D-0294','94','Y','Y'
'F','DD82CF','DR-400','D-EJEK','','Y','Y'
'F','DD82D0','LS-8 18','PH1172','LDS','Y','Y'
'F','DD82D1','LS-4 W','D-KKWL','WL','Y','Y'
'F','DD82D2','ASK-18','D-9280','ED','Y','Y'
'F','DD82D3','LS-4','D-1644','E4','Y','Y'
'F','DD82D5','Discus 2cT','D-KEGY','','Y','Y'
'F','DD82D7','Astir CS','OH-552','TA','Y','Y'
'F','DD82DE','Pegase','OM-1100','101','Y','Y'
'F','DD82E1','LS-4','D-3114','7H','Y','Y'
'F','DD82E2','ASK-21','F-CLMB','MB','Y','Y'
'F','DD82E3','ASK-13','D-2938','KP','Y','Y'
'F','DD82E5','WT9 Dynamic','LN-YRX','','Y','Y'
'F','DD82E7','Astir CS-77','OO-ZVX','','Y','Y'
'F','DD82E8','ASK-21','D-3237','XE','Y','Y'
'F','DD82E9','JS-1 C18 Evo','zs-gci','JS','Y','Y'
'F','DD82EA','Kestrel','D-8156','KT','Y','Y'
'F','DD82EC','Ventus 2cM','D-KKMR','MR','Y','Y'
'F','DD82EE','Discus t','G-CEWZ','381','Y','Y'
'F','DD82F0','ASK-21','D-4205','SVB','Y','Y'
'F','DD82F2','Discus','D-5384','LB','Y','Y'
'F','DD82F4','ASK-21','D-6459','5D','Y','Y'
'F','DD82F6','Ka-6 cr','D-1283','83','Y','Y'
'F','DD82F8','DG-300','OE-5505','CL','Y','Y'
'F','DD82F9','DR-400','D-EFTQ','TQ','Y','Y'
'F','DD82FE','DV20 Katana','D-EFGJ','','Y','Y'
'F','DD8304','LS-9','D-KDCB','CB','Y','Y'
'F','DD8306','ASK-16','D-KNUS','','Y','Y'
'F','DD8308','Twin Astir II','F-CFYI','YI','Y','Y'
'F','DD830B','Janus C','F-COCI','','Y','Y'
'F','DD830C','LS-4','D-1058','','Y','Y'
'F','DD830D','DG-800','D-KLCA','','Y','Y'
'F','DD8310','Ikarus C42 B','D-MPRD','','Y','Y'
'F','DD8312','H36 Dimona','D-KOSO','','Y','Y'
'F','DD8315','ASW-19','OK-3755','FY','Y','Y'
'F','DD8318','DR-400','D-EWSR','','Y','Y'
'F','DD831B','ASW-19','D-2648','NO','Y','Y'
'F','DD831C','Grob G109','D-KVMC','MC','Y','Y'
'F','DD8324','DG-500','D-KCEF','DV','Y','Y'
'F','DD8328','Ultralight','D-MOGL','GL','Y','Y'
'F','DD8329','DG-300','OO-ZZR','ZR','Y','Y'
'F','DD832A','AK-5','D-8905','FV','Y','Y'
'F','DD832B','LS-6','OM-3300','N6','Y','Y'
'F','DD832C','ASK-21','D-5049','WB','Y','Y'
'F','DD832E','AK-5','D-9605','FT','Y','Y'
'F','DD832F','Discus','D-2418','YF','Y','Y'
'F','DD8331','ASK-13','D-0806','06','Y','Y'
'F','DD8332','Twin Astir II','F-CIPP','','Y','Y'
'F','DD8333','Astir CS','OY-XGL','H1','Y','Y'
'F','DD8335','ASK-21','D-7504','A3','Y','Y'
'F','DD8336','Ka-8','D-5764','','Y','Y'
'F','DD8337','','','','N','N'
'F','DD8338','LS-4','D-0497','','Y','Y'
'F','DD833F','HK36 Super Dimona','OE-9460','','Y','Y'
'F','DD8341','SF-25','D-KLDT','','Y','Y'
'F','DD8342','Janus C','PH-846','TU','Y','Y'
'F','DD8344','HK36 Super Dimona','D-KSCH','','Y','Y'
'F','DD8345','DA20 Katana','D-EZFS','','Y','Y'
'F','DD8349','Blanik','OM-9203','03','Y','Y'
'F','DD834A','Ventus','OO-YGG','GG','Y','Y'
'F','DD834B','LS-4','D-3360','WT','Y','Y'
'F','DD834C','Twin Astir III','D-3697','ES','Y','Y'
'F','DD8352','ASK-21','D-0641','','Y','Y'
'F','DD8354','ASW-15','D-0654','54','Y','Y'
'F','DD8357','LS-4 W','D-1370','WJ','Y','Y'
'F','DD8358','Discus 2','D-2124','5G','Y','Y'
'F','DD8359','EC 135','D-HBPD','POL','Y','Y'
'F','DD835A','LS-7','D-3872','X2','Y','Y'
'F','DD835B','Duo Discus','D-2575','FN','Y','Y'
'F','DD835C','EC 135','D-HBPF','POL','Y','Y'
'F','DD835D','SZD-51 Junior','D-2806','06','Y','Y'
'F','DD835E','Discus','D-7159','TD','Y','Y'
'F','DD835F','Grob G109','D-KINI','','Y','Y'
'F','DD8360','Antares 18 T','D-KANH','X7','Y','Y'
'F','DD8362','LS-4','D-2942','B7','Y','Y'
'F','DD8368','EC 135','HB-ZIZ','JAP','Y','Y'
'F','DD8369','LS-4','D-8872','','Y','Y'
'F','DD836A','Cirrus Std','OK-5847','EX','Y','Y'
'F','DD836D','LS-7','D-7939','ML','Y','Y'
'F','DD836F','ASK-21','','22','Y','Y'
'F','DD8372','ASK-23','D-8325','25','Y','Y'
'F','DD8373','SZD-48-1 Jantar Std 2','D-0895','PL','Y','Y'
'F','DD8375','Phoebus','OK-3103','NN','Y','Y'
'F','DD8376','ASK-21','D-8418','18','Y','Y'
'F','DD8377','Ventus bT','D-KAYV','YV','Y','Y'
'F','DD8378','LS-6 18','D-6423','AL','Y','Y'
'F','DD8379','Astir CS','D3279','79','Y','Y'
'F','DD837A','LS-4','F-CEIN','FF','Y','Y'
'F','DD837C','DG-100','D-2138','SM','Y','Y'
'F','DD837E','ASW-20','D-1432','32','Y','Y'
'F','DD837F','Ventus 2ct','LN-GSS','SS','Y','Y'
'F','DD8380','SZD-51 Junior','D-2788','TC','Y','Y'
'F','DD8381','LS-4','LN-GLG','LG','Y','Y'
'F','DD8388','ASW-19','D-0754','YX','Y','Y'
'F','DD838A','DR-400','F-HFNL','NL','Y','Y'
'F','DD838C','Astir Club','OO-ZVR','','Y','Y'
'F','DD838E','Libelle Club','D9470','70','Y','Y'
'F','DD838F','Discus 2','D-1476','GO','Y','Y'
'F','DD8393','Ventus','D-3192','1C','Y','Y'
'F','DD8396','Astir Club','D-1327','H4','Y','Y'
'F','DD8399','LS-4','D-0191','','Y','Y'
'F','DD839C','LS-4 W','D-3730','','Y','Y'
'F','DD839D','Astir Jeans','D-6644','44','Y','Y'
'F','DD839E','ASK-13','D-0855','','Y','Y'
'F','DD83A0','Phoebus','D-0866','MS','Y','Y'
'F','DD83A2','LS-4','D-2374','MX','Y','Y'
'F','DD83A4','Discus','D-4014','S1','Y','Y'
'F','DD83A5','DG-500','D-0213','LM','Y','Y'
'F','DD83A6','ASK-21','D-4715','','Y','Y'
'F','DD83A9','Blanik','D-5501','501','Y','Y'
'F','DD83AB','Ka-8','D-4527','','Y','Y'
'F','DD83AC','Blanik','OM-9205','05','Y','Y'
'F','DD83AE','Twin Astir II','D-9900','','Y','Y'
'F','DD83B0','Ka-6 cr','D-5267','','Y','Y'
'F','DD83B1','ASW-20','D-7615','DY','Y','Y'
'F','DD83B4','Ka-6 e','D-8281','81','Y','Y'
'F','DD83BB','Astir CS','D-4210','','Y','Y'
'F','DD83BD','Cirrus Std','D-3096','ZE','Y','Y'
'F','DD83BF','Duo Discus','D-4020','GD','Y','Y'
'F','DD83C1','EC 135','D-HBPC','POL','Y','Y'
'F','DD83C3','SZD-51 Junior','D-5795','ISI','Y','Y'
'F','DD83C5','ASK-21','D-6255','55','Y','Y'
'F','DD83C7','Discus 2','D-9971','KG','Y','Y'
'F','DD83CB','ASW-27','VH-GRT','RT','Y','Y'
'F','DD83CE','ASK-21','F-CLIN','','Y','Y'
'F','DD83D0','DG-505','D-4176','','Y','Y'
'F','DD83D3','Ka-8','D-5431','','Y','Y'
'F','DD83D4','Ka-8','OO-ZAI','AI','Y','Y'
'F','DD83D7','LS-8','D-3605','70','Y','Y'
'F','DD83DA','LS-4','OE-5506','AK','Y','Y'
'F','DD83DB','Blanik','D1643','','Y','Y'
'F','DD83DD','Libelle Std','OM-0201','109','Y','Y'
'F','DD83DF','Discus','D-4048','48','Y','Y'
'F','DD83E0','MD 500','HB-ZTI','RFU','Y','Y'
'F','DD83E2','ASW-19','OK-1691','HB','Y','Y'
'F','DD83E5','Twin Astir III','D-6276','AR','Y','Y'
'F','DD83EF','Ka-8','D-5135','','Y','Y'
'F','DD83F0','ASK-21','F-CHIL','IL','Y','Y'
'F','DD83F1','Discus','SP-4036','6W','Y','Y'
'F','DD83F2','Discus','D-8127','LS','Y','Y'
'F','DD83F3','LS-4','D-5540','B1','Y','Y'
'F','DD83F4','ASW-15','D-0516','S1','Y','Y'
'F','DD83F7','LAK-17 AT','D-KILA','','Y','Y'
'F','DD83F8','ASK-21','F-CHAM','AM','Y','Y'
'F','DD83FA','ASW-15','OE-5370','ASW','Y','Y'
'F','DD83FC','Cirrus','OO-ZCJ','CJ','Y','Y'
'F','DD83FE','Janus A','G-TVGC','TV','Y','Y'
'F','DD83FF','ASK-21','D-9181','81','Y','Y'
'F','DD8400','DR-400','D-EBSF','','Y','Y'
'F','DD8402','SF-25','D-KNAE','','Y','Y'
'F','DD8403','DG-500','F-CHJC','HM','Y','Y'
'F','DD8404','Libelle Club','D-2462','MM','Y','Y'
'F','DD8405','Cirrus Std','F-CEFF','C11','Y','Y'
'F','DD8406','Ventus','G CHFV','F21','Y','Y'
'F','DD8407','SHK-1','G-DCJN','CJN','Y','Y'
'F','DD8408','Ka-8','D-5823','23','Y','Y'
'F','DD8409','ASK-13','F-CHRI','','Y','Y'
'F','DD840A','Ka-6 cr','D-8041','PD','Y','Y'
'F','DD840C','EuroFox','OM-TOW','TOW','Y','Y'
'F','DD840E','Astir CS','D-4274','IBF','Y','Y'
'F','DD8410','SF-25','D-KTIV','TIF','Y','Y'
'F','DD8411','LS-3','PH-1703','FSL','Y','Y'
'F','DD8413','Discus','D-0881','AT','Y','Y'
'F','DD8415','ASK-21','D-5711','AMH','Y','Y'
'F','DD8418','DG-300','D-2828','i2','Y','Y'
'F','DD8419','Duo Discus xl','HB-3385','MH','Y','Y'
'F','DD841A','LS-8','D-8047','8Z','Y','Y'
'F','DD841D','DG-505','D-5052','52','Y','Y'
'F','DD841E','SF-25','D-KEKS','KS','Y','Y'
'F','DD8421','Twin Astir II','D-6941','TA','Y','Y'
'F','DD8422','Ventus','SP-4091','TT','Y','Y'
'F','DD8424','LS-7','D-8208','KWI','Y','Y'
'F','DD8425','Ka-6 cr','D-3242','42','Y','Y'
'F','DD8429','LS-3','D-7884','W1','Y','Y'
'F','DD842B','Elfe S4','F-Tarn','UNG','Y','Y'
'F','DD842C','SZD-36 Cobra 15','D-2381','','Y','Y'
'F','DD842D','DG-300','D-1966','XC','Y','Y'
'F','DD8432','Duo Discus x','D-8867','2D','Y','Y'
'F','DD8433','Janus C','F-CVAE','AE','Y','Y'
'F','DD8435','Cirrus Std','D-1190','','Y','Y'
'F','DD843D','Ventus c','D-0299','99','Y','Y'
'F','DD843F','LS-8','D-1163','IBG','Y','Y'
'F','DD8441','SF-25','D-KNAB','AB','Y','Y'
'F','DD844A','ASK-21','D-0675','75','Y','Y'
'F','DD844E','LS-1 f','D-2939','BI','Y','Y'
'F','DD844F','Discus','D-2043','ML','Y','Y'
'F','DD8450','Mosquito','D-6731','EI','Y','Y'
'F','DD8453','DA20 Katana','D-EWAI','','Y','Y'
'F','DD845A','ASW-15','D-0941','MW','Y','Y'
'F','DD845B','ASK-21','D-2635','UU','Y','Y'
'F','DD845E','SZD-48-1 Jantar Std 2','D-0790','KY','Y','Y'
'F','DD8463','Ka-6 cr','PH-316','50','Y','Y'
'I','DD8465','DR-400','D-ELEF','','Y','Y'
'F','DD8467','Discus 2','LN-GDE','DE','Y','Y'
'F','DD8468','SF-28','D-KOEA','EA','Y','Y'
'F','DD846A','Ultralight','D-MRRL','','Y','Y'
'F','DD846D','Libelle Club','G-DDEO','716','Y','Y'
'F','DD846F','Glasflugel 304','D-9431','KE','Y','Y'
'F','DD8470','PA-18 Super Cub','D-EDHV','','Y','Y'
'F','DD8471','Ventus cM','D-KOAM','BL','Y','Y'
'F','DD8474','Astir CS','D-5880','NX','Y','Y'
'F','DD8475','LS-3','D-6942','FT','Y','Y'
'F','DD8476','LS-4','D-4544','44','Y','Y'
'F','DD847A','DG-505','D-5815','E2','Y','Y'
'F','DD847D','ASK-21','D-4816','16','Y','Y'
'F','DD847F','LS-4','D-3437','CG','Y','Y'
'F','DD8481','','','','N','N'
'F','DD8482','Ventus','D-KEWS','KK','Y','Y'
'F','DD8485','LS-1 d','D-2096','F','Y','Y'
'F','DD8486','ASK-13','D-0552','52','Y','Y'
'F','DD8487','Twin Astir III','D-KXVG','VG','Y','Y'
'F','DD8489','LS-8','D-7866','DK','Y','Y'
'F','DD848B','ASK-13','D-2120','','Y','Y'
'F','DD8493','Mosquito','D-2730','','Y','Y'
'F','DD8494','Pegase','LD','LD','Y','Y'
'F','DD8496','ASK-21','D-4708','08','Y','Y'
'F','DD8497','ASK-13','D-4681','TKP','Y','Y'
'F','DD849B','Pegase','G-CFRX','FRX','Y','Y'
'F','DD849D','Ka-6 cr','D-9188','','Y','Y'
'F','DD849E','Duo Discus','D-2149','49','Y','Y'
'F','DD849F','LS-4','F-CFZR','V43','Y','Y'
'F','DD84A5','ASK-21','D-XX44','44','Y','Y'
'F','DD84A7','LS-1 f','D-9450','6Y','Y','Y'
'F','DD84A8','DG-100','D-3769','','Y','Y'
'F','DD84A9','LS-8 18','D-3189','H2','Y','Y'
'F','DD84AA','Pegase','VH-HDJ','','Y','Y'
'F','DD84AD','Baby','D-8074','','Y','Y'
'F','DD84AF','Astir CS','D-XX90','ZZ','Y','Y'
'F','DD84B0','Discus 2','D-0326','AB','Y','Y'
'F','DD84B4','ASW-20','D-3231','ER','Y','Y'
'F','DD84B5','Aquila A210','D-EAQR','','Y','Y'
'F','DD84B6','LS-3','D-7750','3B','Y','Y'
'F','DD84B8','SZD-50 Puchacz','D-1620','','Y','Y'
'F','DD84B9','Astir CS','D-7406','BL2','Y','Y'
'F','DD84BE','Ka-8','D-4712','','Y','Y'
'F','DD84C0','','','','Y','N'
'F','DD84C2','Unknown','LX-UCL','CL','Y','Y'
'F','DD84C3','Ventus 2cM','D-KEED','EDE','Y','Y'
'F','DD84C4','Bergfalke III','D-8889','','Y','Y'
'F','DD84C6','ASK-13','D-0151','SGS','Y','Y'
'F','DD84C7','LS-6','VH-GMT','MT','Y','Y'
'F','DD84C8','LS-4','D-8992','LS','Y','Y'
'F','DD84CE','Ka-7','D-5465','','Y','Y'
'F','DD84CF','Astir CS-77','F-CEXO','R20','Y','Y'
'F','DD84D0','Astir Jeans','F-CFTL','R23','Y','Y'
'F','DD84D2','DG-300','OK-1844','LN','Y','Y'
'F','DD84D5','DG-300','D-3213','13','Y','Y'
'F','DD84D9','','','','N','N'
'F','DD84DA','LS-4','D-4284','ZB','Y','Y'
'F','DD84DB','SZD-51 Junior','D-2105','LH','Y','Y'
'F','DD84E0','PIK-20 D','D-2913','LK','Y','Y'
'F','DD84E2','Cirrus Std','D-3005','LI','Y','Y'
'F','DD84E3','Ka-8','G-CFXW','FXW','Y','Y'
'F','DD84E4','ASK-21','D-5394','ZZ','Y','Y'
'F','DD84E5','AV 36 Fauvel','D-3506','','Y','Y'
'F','DD84E6','Ka-8','D-7888','','Y','Y'
'F','DD84E7','DG-400','F-CFVD','SC','Y','Y'
'F','DD84E9','ASK-21','D-1246','46','Y','Y'
'F','DD84ED','ASK-13','D-2364','','Y','Y'
'F','DD84EE','Robinson R44','D-HHJS','','Y','Y'
'F','DD84F0','Discus','G-CFDM','H20','Y','Y'
'F','DD84F1','DG-500','D-KGIN','IN','Y','Y'
'F','DD84F2','Discus','D-5476','76','Y','Y'
'F','DD84F3','LS-8 18','D-4872','8E','Y','Y'
'F','DD84F5','ASK-21','D-3793','N3','Y','Y'
'F','DD84F7','Ka-6 cr','D-5300','00','Y','Y'
'F','DD84F8','Kestrel','PH-1176','76','Y','Y'
'F','DD84FA','DG-300','D-4593','FS','Y','Y'
'F','DD84FC','Mosquito','D-9130','IG','Y','Y'
'F','DD84FD','LS-4','LX-CLS','LS','Y','Y'
'F','DD84FE','Astir Club','D-8759','','Y','Y'
'F','DD84FF','ASK-13','D-0235','W5','Y','Y'
'F','DD8502','SZD-48-3 Jantar Std 3','SP-4053','MK','Y','Y'
'F','DD8504','Astir CS','OM-5078','78','Y','Y'
'F','DD8507','Ka-6 cr','D-0160','6S','Y','Y'
'F','DD8508','Astir Club','D-4567','7G','Y','Y'
'F','DD8509','SF-25','F-CJVV','SF','Y','Y'
'F','DD850A','Blanik','OM-2707','07','Y','Y'
'F','DD850C','SZD-51 Junior','F-CBZH','1F','Y','Y'
'F','DD850D','DG-600','F-COLE','S5','Y','Y'
'F','DD8510','SZD-51 Junior','F-CJIM','S7','Y','Y'
'F','DD8511','Ventus','GRAL_17','G17','Y','Y'
'F','DD8512','Astir CS','OK-3292','BU','Y','Y'
'F','DD8513','Blanik','OM-1713','13','Y','Y'
'F','DD8516','ASK-21','D-7087','','Y','Y'
'F','DD8518','DG-505','PH-1357','RL','Y','Y'
'F','DD8519','ASW-24','D9024','EX','Y','Y'
