#Tue, 20 Aug 2024 21:12:38 GMT
#DEVICE_TYPE,DEVICE_ID,AIRCRAFT_MODEL,REGISTRATION,CN,TRACKED,IDENTIFIED
'O','0749B8','Paraglider','RL69','662','Y','Y'
'O','074AD4','Paraglider','OE-66P1','214','Y','Y'
'F','074DD0','Paraglider','Leo-Osk','','Y','Y'
'O','074F3D','VSO-10','OK-2500','F8','Y','Y'
'F','075090','Paraglider','FDA1','','Y','Y'
'F','075A6F','Paraglider','','','Y','Y'
'O','075A80','Paraglider','PG','JPP','Y','Y'
'O','07617D','Cessna 152','HA-SKV','HKV','Y','Y'
'F','076891','DJI Mini','YU1WAT','WAT','Y','Y'
'F','076CBF','Paraglider','PAir-2','','Y','Y'
'F','076F4C','Paraglider','D-MNGU','','Y','Y'
'O','076F63','Different Aircraft','C-MSC1','MS1','Y','Y'
'O','077A48','','','','N','N'
'F','077AF3','Paraglider','Buddy','','Y','Y'
'F','0782F0','Paraglider','1988-25','M88','Y','Y'
'O','078879','Paraglider','','','Y','Y'
'O','078A88','HangGlider','CONRADO','C02','Y','Y'
'O','078AC4','HangGlider','CAMILOP','CP1','Y','Y'
'O','078E84','Paraglider','','','Y','Y'
'O','079204','HangGlider','A-MGJ','162','Y','Y'
'F','07953F','Paraglider','Richard','UlR','Y','Y'
'F','079564','Paraglider','GS','3','Y','Y'
'F','079AE2','DG-400','D-KEGR','GR','Y','Y'
'O','07A251','Paraglider','Steffli','','Y','Y'
'O','07A454','Paraglider','AWS-TTG','TTG','Y','Y'
'F','07A650','Paraglider','46456','','Y','Y'
'F','07A7AC','Paraglider','Evgeny','385','Y','Y'
'O','07AD38','Paraglider','07AD38','','Y','Y'
'O','07B318','Ground Station','LW_INTL','','Y','Y'
'F','07B364','Paraglider','62993','','Y','Y'
'O','07B51C','Unknown','','','Y','Y'
'O','07BA3F','Paraglider','','','Y','Y'
'F','07C2B5','Discus','VH-IUN','','Y','Y'
'F','07D150','Paraglider','Hooner3','UNI','Y','Y'
'O','07D4B8','HangGlider','DANIEL','DVB','Y','Y'
'O','07D952','Unknown','','Tt1','Y','Y'
'F','07E6CC','Paraglider','','193','Y','Y'
'F','0800D8','Paraglider','Leo-PA','','Y','Y'
'O','08011C','Paraglider','ThomasE','TE','Y','Y'
'F','080174','Paraglider','JP','JP','Y','Y'
'F','080638','Paraglider','PPG1','','Y','Y'
'O','080798','Paraglider','','','Y','Y'
'O','080810','Paraglider','citizen','ct4','Y','Y'
'O','080894','Paraglider','','','Y','Y'
'F','0808D8','Paraglider','48645','GDL','Y','Y'
'O','080950','Paraglider','ThomasM','TM','Y','Y'
'F','080C98','Ground Station','','','Y','Y'
'F','080F34','Paraglider','RICHC','RJC','Y','Y'
'F','0811E0','Ground Station','','','Y','Y'
'F','081214','Paraglider','Pi_Air','','Y','Y'
'O','081599','Paraglider','Para','999','Y','Y'
'F','081D44','HangGlider','','','Y','Y'
'O','082704','VSO-10','OM-8512','82','Y','Y'
'F','082764','HangGlider','mario','999','Y','Y'
'F','0828D4','','','','N','N'
'O','082AE9','SF-27','HA4352','','Y','Y'
'F','082E5C','Paraglider','D-NEME','MW','Y','Y'
'F','082F64','Paraglider','','','Y','Y'
'O','083098','Paraglider','cacula','TF','Y','Y'
'F','08320C','Paraglider','YWA','YWA','Y','Y'
'O','083414','Paraglider','','','Y','Y'
'F','0834FC','Paraglider','TSA','TSA','Y','Y'
'O','083580','Paraglider','jd0109','','Y','Y'
'O','083729','Towplane','OK-MQB','MQB','Y','Y'
'F','08386C','Paraglider','JohanT','JT','Y','Y'
'F','08390C','Paraglider','TillJF','','Y','Y'
'F','08398C','Paraglider','lenkman','','Y','Y'
'O','083DB0','Paraglider','D-MPHJ','3b2','Y','Y'
'O','084270','Ground Station','WRUT','','Y','Y'
'O','084431','ASW-15','OK-5331','HH','Y','Y'
'F','0845BC','Paraglider','LucyGxO','023','Y','Y'
'O','084B48','Paraglider','','JCF','Y','Y'
'O','084C4C','Ground Station','2278','','Y','Y'
'O','084C74','Arcus E','','','Y','Y'
'F','084D38','UFO','BUS','','Y','Y'
'O','084DA0','Paraglider','','','Y','Y'
'F','084E14','Paraglider','creg','CAR','Y','Y'
'F','084E90','Paraglider','Susi S.','101','Y','Y'
'F','084FC8','Paraglider','','','Y','Y'
'F','085107','Ventus 2ct','ZS-GVW','PM','Y','Y'
'F','08525C','Paraglider','GxAir00','000','Y','Y'
'F','0853E0','Paraglider','GANDALF','GAN','Y','Y'
'F','085460','Paraglider','JCP','JCP','Y','Y'
'F','085744','Paraglider','TzGxSD','001','Y','Y'
'F','085B58','Paraglider','TonyLa','','Y','Y'
'O','085B9C','Paraglider','','','Y','Y'
'F','085D34','Paraglider','','','Y','Y'
'F','085DD4','Paraglider','Lucky','','Y','Y'
'F','085E80','Paraglider','MSIERRO','','Y','Y'
'O','0861F0','Paraglider','PMSA2','PPG','Y','Y'
'F','0862E8','Ground Station','AIRWST','AIR','Y','Y'
'F','0866C4','Paraglider','','','Y','Y'
'F','086B50','Paraglider','','','Y','Y'
'O','086CF0','Ground Station','pmsa1','','Y','Y'
'F','086EE4','Paraglider','','VN','Y','Y'
'F','086F10','Paraglider','D-NEME','MW','Y','Y'
'O','087435','Paraglider','28756','','Y','Y'
'F','087490','Arcus E','','','Y','Y'
'F','08760C','Paraglider','FD6858','','Y','Y'
'O','0877AC','Ground Station','0877AC','ee3','Y','Y'
'O','0877F4','Ground Station','','','Y','Y'
'O','087955','L-Spatz 55','D-8404','','Y','Y'
'F','087AF8','Paraglider','TenzGxE','081','Y','Y'
'F','087D4C','Paraglider','PIPO','064','Y','Y'
'F','0887B4','Paraglider','Tony_02','','Y','Y'
'O','088851','Ground Station','KlugM','','Y','Y'
'O','0889DC','Paraglider','','','Y','Y'
'O','088B3C','Paraglider','TestDev','','Y','Y'
'O','089144','Paraglider','GX1','GX1','Y','Y'
'F','0893B5','Paraglider','TS42','','Y','Y'
'F','089788','Paraglider','milu66','','Y','Y'
'F','089850','Paraglider','StUllr','','Y','Y'
'F','089D70','Paraglider','PPG2','','Y','Y'
'O','08A064','Ground Station','','','Y','Y'
'F','08A1A8','Paraglider','silu97','','Y','Y'
'O','08A1D8','Paraglider','','','Y','Y'
'O','08A4B0','Drone/UAV','08A4B0','ee6','Y','Y'
'F','08A4DC','Paraglider','Tim','TSA','Y','Y'
'F','08A689','Ground Station','Bus_van','1','Y','Y'
'O','08A804','Ground Station','kuchl','','Y','Y'
'O','08AAE8','Paraglider','','','Y','Y'
'F','08AFA0','Ground Station','LPKULM','','Y','Y'
'O','08AFA8','Paraglider','GerEic','GE1','Y','Y'
'O','08B214','Paraglider','PatN','PAT','Y','Y'
'F','08B27C','Paraglider','','','Y','Y'
'F','08BC74','Paraglider','Markus','','Y','Y'
'O','08BD60','Paraglider','KlugM','e2e','Y','Y'
'F','08BEBC','Paraglider','GANDALF','GAN','Y','Y'
'O','08C14C','Drone/UAV','GXDR1','GXD','Y','Y'
'F','08C174','Paraglider','David M','','Y','Y'
'F','08C39C','Paraglider','Perky','','Y','Y'
'O','08C3CC','Paraglider','GX2','GX2','Y','Y'
'O','08C3F4','Ultralight','D-MZPV','','Y','Y'
'F','08C414','Paraglider','41806','','Y','Y'
'O','08C534','Paraglider','2278','','Y','Y'
'O','08C574','Paraglider','JTATEST','','Y','Y'
'O','08C5BB','Astir CS','OK-4165','AK','Y','Y'
'O','08C6E9','Rubik R-26 Gobe','HA5561','G61','Y','Y'
'O','08C701','Ka-7','HA50-71','K71','Y','Y'
'O','08C844','Paraglider','MJ','','Y','Y'
'O','08C911','Ka-8','HA4020','NMO','Y','Y'
'O','08CB74','Paraglider','38780','','Y','Y'
'F','08CC7C','Paraglider','TenzGx3','081','Y','Y'
'F','08CD24','Paraglider','Hantz D','','Y','Y'
'F','08CE10','Paraglider','AIRSHOP','ASW','Y','Y'
'O','08D31E','SZD-30 Pirat','HA-4372','3E','Y','Y'
'F','08D3BC','Paraglider','Bef','Bef','Y','Y'
'O','08D403','VSO-10','OM-4509','','Y','Y'
'O','08D428','Paraglider','PG-OGN','BA','Y','Y'
'F','08DD3C','Paraglider','','','Y','Y'
'F','08DD68','Paraglider','T-GXAIR','','Y','Y'
'O','08DF24','Paraglider','Gerry_K','5f7','Y','Y'
'F','08DFBC','Ground Station','','','Y','Y'
'O','08E06C','Paraglider','Gerry K','5f7','Y','Y'
'O','08E1A0','Ground Station','Marlens','','Y','Y'
'O','08E1B4','Ground Station','EurCiel','','Y','Y'
'O','08E1F0','Ground Station','PMSAGS','PPG','Y','Y'
'O','08E2A4','Paraglider','SLE','SLE','Y','Y'
'O','08E4D8','Paraglider','','_b6','Y','Y'
'O','08E6B8','Paraglider','Lorenz','','Y','Y'
'O','08EA2C','Ground Station','2278','','Y','Y'
'O','08ECB0','Paraglider','D-MKIX','PPG','Y','Y'
'O','08ECD8','Ground Station','','','Y','Y'
'O','08ED1C','Paraglider','','','Y','Y'
'F','08EEAC','Paraglider','','','Y','Y'
'O','08F1E8','Paraglider','','','Y','Y'
'O','08F9F0','Paraglider','Simone','377','Y','Y'
'F','08FA54','Paraglider','Volker','','Y','Y'
'O','090929','VSO-10','OK-1514','E8','Y','Y'
'O','092624','Towplane','D-MTDY','TDY','Y','Y'
'O','093815','Blanik','OK 9851','','Y','Y'
'O','094054','A380','OK-3908','GG7','Y','Y'
'F','096052','Hornet','DMZZN','007','Y','Y'
'F','0A000B','Ka-6 cr','F170271','271','Y','Y'
'O','0A0047','Paraglider','8525','UWE','Y','Y'
'F','0A0082','Ka-6 cr','F170027','027','Y','Y'
'O','0A008C','Paraglider','','JN','Y','Y'
'F','0A0098','Paraglider','Tatanka','a55','Y','Y'
'F','0A00B0','Paraglider','Zeno2','PVO','Y','Y'
'O','0A00DB','Paraglider','38693','','Y','Y'
'O','0A00EB','Paraglider','AdiBe','','Y','Y'
'F','0A0120','Paraglider','1417','6f1','Y','Y'
'O','0A0161','Paraglider','Dllusca','f41','Y','Y'
'F','0A0166','Paraglider','G92cat3','','Y','Y'
'F','0A0179','Paraglider','Wilfrie','Isi','Y','Y'
'O','0A01A2','Paraglider','Nima11','b46','Y','Y'
'O','0A01BC','Paraglider','jayharv','Jay','Y','Y'
'F','0A01F1','Paraglider','64043b','244','Y','Y'
'F','0A0204','Paraglider','Doug Fl','196','Y','Y'
'O','0A0208','Paraglider','32712','','Y','Y'
'F','0A0248','Paraglider','StefanS','a60','Y','Y'
'F','0A0272','Paraglider','bobmeph','BM1','Y','Y'
'O','0A0298','HangGlider','SN','SN','Y','Y'
'F','0A029A','Paraglider','','324','Y','Y'
'O','0A032D','Paraglider','','','Y','Y'
'F','0A033F','Paraglider','Kmac','','Y','Y'
'F','0A03A3','Paraglider','Timmy','','Y','Y'
'F','0A03B2','Paraglider','Tatanka','5C1','Y','Y'
'F','0A040A','Paraglider','','','Y','Y'
'F','0A0458','','','','N','Y'
'F','0A046E','Paraglider','AndyMac','AM1','Y','Y'
'F','0A0476','Paraglider','','','Y','Y'
'O','0A047C','Paraglider','KZO','S50','Y','Y'
'F','0A0499','Paraglider','','320','Y','Y'
'O','0A04BA','Paraglider','','','Y','Y'
'F','0A051A','Paraglider','Griessi','','Y','Y'
'O','0A0523','Paraglider','38312','','Y','Y'
'F','0A0527','Paraglider','DJB','','Y','Y'
'F','0A0543','Paraglider','','','Y','Y'
'O','0A0585','Paraglider','','','Y','Y'
'F','0A058F','Paraglider','AdrianC','','Y','Y'
'O','0A06AF','Paraglider','RobS_Om','','Y','Y'
'F','0A0713','Paraglider','Ulrich','UM','Y','Y'
'F','0A078F','Paraglider','1988','MaK','Y','Y'
'O','0A079A','Paraglider','LAWZ-Om','','Y','Y'
'F','0A079B','Paraglider','DAMO_DT','DT','Y','Y'
'O','0A1415','Paraglider','000','000','Y','Y'
'O','0A2146','Paraglider','BC-048','','Y','Y'
'O','0A2CA1','Paraglider','BC89','89','Y','Y'
'O','0A3210','L 13 SEH Vivat','OM-6107','07','Y','Y'
'F','0A3E6C','DG-1000 T','D-KGIU','GIU','Y','Y'
'F','0A6528','Paraglider','cmg666','','Y','Y'
'F','0A6830','Paraglider','37641','ST','Y','Y'
'O','0A6855','Paraglider','Ms-440','','Y','Y'
'O','0A6B23','Paraglider','Bladti','','Y','Y'
'O','0AC6A1','Paraglider','BkaRES','','Y','Y'
'O','0AD9BC','Paraglider','SZ-2131','131','Y','Y'
'O','0B37EE','Astir CS','OK-3711','VAR','Y','Y'
'O','0B3878','Paraglider','KE-145','145','Y','Y'
'O','0B54D4','Paraglider','','','Y','Y'
'O','0B655E','SGS 1-26','N7717S','417','Y','Y'
'F','0B7314','HPH 304S Shark','OK-1711','KK','Y','Y'
'O','0C109A','Balloon','peTra-2','303','Y','Y'
'O','0C15C8','Paraglider','SkNm 07','SN7','Y','Y'
'O','0C1AB8','Paraglider','SkNm 05','SN5','Y','Y'
'O','0C1B2C','Towplane','RA','','Y','Y'
'O','0C1F80','Balloon','peTra-3','354','Y','Y'
'O','0C2134','Blanik','OK-2718','L13','Y','Y'
'F','0C2530','Slingsby Vega 15m','DDZB','639','Y','Y'
'F','0C2764','HangGlider','mario','999','Y','Y'
'O','0C276C','Paraglider','SkNm 03','SN3','Y','Y'
'F','0C277C','Paraglider','DL4MEA','','Y','Y'
'F','0C2A74','UFO','F-RANK','','Y','Y'
'O','0C2AD0','Paraglider','SkNm 06','SN6','Y','Y'
'O','0C2AF4','Paraglider','chili3','BH2','Y','Y'
'O','0C30DC','Ground Station','RX-OGN','OGN','Y','Y'
'O','0C3480','Paraglider','SkNm 04','SN4','Y','Y'
'F','0C386C','Paraglider','JohanT','JT','Y','Y'
'O','0C38AC','Paraglider','SkNm 08','SN8','Y','Y'
'O','0C3968','Ikarus C42 B','D-MORM','','Y','Y'
'O','0C3A04','Ka-8','PH-363','S4','Y','Y'
'O','0C3AD4','Blanik','0c3ad4','','Y','Y'
'O','0C3AE0','Ikarus C42 B','D-MPEJ','','Y','Y'
'F','0C3BB0','ASK-21','I-ANTO','NY','Y','Y'
'O','0C3C34','Drone/UAV','Mav-Wb2','','Y','Y'
'O','0C3F94','Unknown','F-TEST','','Y','Y'
'O','0C3FF0','Motorplane','HB-RYD','','Y','Y'
'F','0C4033','Duo Discus xlt','D-KDWF','WF','Y','Y'
'O','0C40D0','Ikarus C42 B','D-MOMN','','Y','Y'
'O','0C40D4','Ultralight','F-JTRJ','','Y','Y'
'O','0C41B4','Ground Station','KBfly','','Y','Y'
'O','0C41BC','Unknown','F-PGDL','DL','Y','Y'
'F','0C460A','Discus','D-8060','60','Y','Y'
'O','0C6218','Ultralight','OM-M095','O95','Y','Y'
'I','0C9876','PA-28','ZS-PZM','PZM','Y','Y'
'O','0CC4B8','Paraglider','SZ-982','982','Y','Y'
'O','0CCA10','Ka-8','HA4007','','Y','Y'
'O','0CCBA8','Paraglider','','SL2','Y','Y'
'O','0CCEF1','LAK-12','HA-4464','KY','Y','Y'
'F','0CCF3E','DR-400','F-GBVV','VV','Y','Y'
'O','0CD9E8','Bergfalke III','D8495','','Y','Y'
'F','0CEF20','Duo Discus xl','G-TEST','JV3','Y','Y'
'F','0CEF34','Paraglider','Jack','JAM','Y','Y'
'O','0CEF80','Twin Astir I','OK-2394','BL','Y','Y'
'F','0CFFFF','Cessna 208','F-HANM','','Y','Y'
'F','0D0037','Kestrel','D-0037','SM','Y','Y'
'F','0D0256','SZD-50 Puchacz','D-6619','','Y','Y'
'F','0D0927','A380','D-0927','27','Y','Y'
'F','0D0999','Kestrel','D-0999','BH','Y','Y'
'I','0D1347','Ventus c','D-1347','MH','Y','Y'
'F','0D1575','ASW-20','D-1575','AM','Y','Y'
'F','0D2950','LS-6 18WJ','D-2950','1R','Y','Y'
'O','0D2B3C','VSO-10','OM-8517','72','Y','Y'
'O','0D2BB0','Unknown','','','Y','Y'
'O','0D2D60','SZD-36 Cobra 15','HA-4006','P2','Y','Y'
'O','0D2DA0','Ground Station','ELTN05','','Y','Y'
'F','0D2E14','Unknown','SftRF01','000','Y','Y'
'O','0D2ED9','Maule M-7-235','','AGA','Y','Y'
'O','0D2EF6','Paraglider','AB893','CsN','Y','Y'
'O','0D2F54','Ultralight','OKBUA55','55','Y','Y'
'I','0D3608','','','','Y','N'
'F','0D3650','Discus 2c','D-9660','66','Y','Y'
'O','0D3724','Maule M-7-235','HB-KEN','HB','Y','Y'
'F','0D3856','Grunau Baby','D-3856','','Y','Y'
'O','0D38D4','Blanik','OK-KL08','KL8','Y','Y'
'O','0D3CB0','Cirrus Std','OK4740','FD','Y','Y'
'F','0D4172','SF-34','D-4172','','Y','Y'
'F','0D4253','A380','RESERV','','Y','Y'
'F','0D5200','Twin Astir III','D-5200','00','Y','Y'
'O','0D5718','Paraglider','FW413','KCS','Y','Y'
'F','0D5729','DG-300','D-5729','FX','Y','Y'
'F','0D5A38','Paraglider','BT9023','','Y','Y'
'F','0D5AB8','Paraglider','BT9023','','Y','Y'
'F','0D6511','LS-4','D-6511','2M','Y','Y'
'F','0D6559','LS-1 f','0D6559','2P','Y','Y'
'F','0D7039','Ka-2','D-7039','','Y','Y'
'F','0D7334','LS-1 f','D-7334','34','Y','Y'
'F','0D7503','L-Spatz 55','D-7503','','Y','Y'
'F','0D7619','Duo Discus','D-4824','DR','Y','Y'
'F','0D7739','LS-3','D7739','TM','Y','Y'
'F','0D8087','Twin Astir II','D-8087','87','Y','Y'
'F','0D9206','LS-3','D-2602','5C','Y','Y'
'F','0D9442','Kestrel','D-9942','k2M','Y','Y'
'O','0DA270','Ground Station','MB','MB','Y','Y'
'O','0DA2AC','Unknown','DarianJ','DJ','Y','Y'
'O','0DA2CC','Cessna 150','OM-ACC','CG','Y','Y'
'F','0DA2D0','Flight Design CTSW','LZ-KYD','','Y','Y'
'O','0DA2F4','Blanik','OK-1700','CHO','Y','Y'
'F','0DA374','Twin Astir I','OM-9669','52','Y','Y'
'F','0DA3E8','VSO-10','OM-9601','84','Y','Y'
'F','0DA428','VSO-10','OM-6509','16','Y','Y'
'O','0DA52C','Ground Station','','GV2','Y','Y'
'O','0DA53C','SZD-9 Bocian','LY-GQY','QY','Y','Y'
'O','0DA550','Paraglider','Freesch','380','Y','Y'
'O','0DA754','Ground Station','ELTN06','','Y','Y'
'O','0DA9D8','Mini Nimbus','D-4983','SU2','Y','Y'
'F','0DBCDA','Olympia 463','BTN','BTN','Y','Y'
'O','0DD632','SGS 1-26','N7724S','424','Y','Y'
'I','0DD9C7','HPH 304S Shark','D-4015','1','Y','Y'
'I','0DEC3C','ASK-21','D-1221','21','Y','Y'
'O','0E23B0','SF-25','HA-1297','H97','Y','Y'
'O','0ED50E','Cirrus Std','OM-3000','84','Y','Y'
'O','0EFC6C','HangGlider','','','Y','Y'
'O','0F0458','Paraglider','NAP2','002','Y','Y'
'O','0F09B6','HangGlider','2-072','072','Y','Y'
'O','0F3214','Zlin 142','OM-NNQ','NNQ','Y','Y'
'O','0F3C4C','Paraglider','NAP3','003','Y','Y'
'O','0F3C7D','Paraglider','NAP4','004','Y','Y'
'O','0F8A31','Ultralight','OKRUL96','L96','Y','Y'
'O','0FA684','Ultralight','F-JJXH','JXH','Y','Y'
'O','0FD05F','Paraglider','Kavics','SAM','Y','Y'
'O','0FD542','Paraglider','SZ-823','823','Y','Y'
'O','100052','Paraglider','D-NPRS','954','Y','Y'
'F','1000B6','Paraglider','Jele','JL','Y','Y'
'O','1000F0','Paraglider','BengtP','','Y','Y'
'F','100100','ASH-31 MI','D-KSHG','100','Y','Y'
'F','100661','Paraglider','','','Y','Y'
'F','100977','HangGlider','27687','-','Y','Y'
'O','100B08','Ka-8','OK-7878','78','Y','Y'
'F','101065','Paraglider','','','Y','Y'
'F','10154A','Motorplane','HB-TCP','','Y','Y'
'O','102013','Paraglider','ChrisFS','89A','Y','Y'
'F','102030','LS-8a','PH-1047','SR','Y','Y'
'O','102683','Ultralight','11-60','','Y','Y'
'O','102691','Cessna 172','HA-BFS','BFS','Y','Y'
'O','102698','DJI S800','DRONE02','DR2','Y','Y'
'O','102B8E','Cessna 172','HA-BCP','BCP','Y','Y'
'F','103103','Twin Astir I','G-103','','Y','Y'
'O','10358E','Cessna 152','HA-SLO','SLO','Y','Y'
'O','10358F','Tecnam P2006T','HABNW','HNW','Y','Y'
'O','1035A7','Cessna 172','HA-BEB','BEB','Y','Y'
'O','1035AA','Cessna 172','HA-BEB','BEB','Y','Y'
'O','105632','Discus','OK-0365','65','Y','Y'
'O','105677','Ground Station','Luenen','','Y','Y'
'O','10596A','HangGlider','2012','320','Y','Y'
'F','107CFC','Ultralight','D-MWTL','','Y','Y'
'I','1091F1','Ventus 2ct','D-KAZP','PJ','Y','Y'
'O','10CD15','Ultralight','I-4568','00','Y','Y'
'I','10EB2E','JS-1 C18 Evo','ZSGBB','ZB','Y','Y'
'F','110005','Paraglider','','','Y','Y'
'F','110007','Paraglider','BDW','','Y','Y'
'F','110008','','','','Y','N'
'F','11000B','Paraglider','JeNi','','Y','Y'
'F','11000C','Paraglider','Peak4','Nk','Y','Y'
'F','110010','Paraglider','35314','pip','Y','Y'
'F','11001A','Paraglider','D-MWCK','','Y','Y'
'F','11001D','Paraglider','','','Y','Y'
'F','11001E','Paraglider','SUn3','','Y','Y'
'F','11001F','Paraglider','PaulN','PN','Y','Y'
'F','110024','Paraglider','SUn2','','Y','Y'
'O','110026','Paraglider','CH22856','','Y','Y'
'F','11002F','Paraglider','Sven','SSc','Y','Y'
'F','110034','Paraglider','Free W','','Y','Y'
'F','110049','','','','Y','N'
'F','11004A','Paraglider','','','Y','Y'
'F','110058','Paraglider','RICH-C','RJC','Y','Y'
'F','110059','Paraglider','CH13949','NoS','Y','Y'
'F','11005B','Paraglider','FDA2','','Y','Y'
'F','110063','Paraglider','','','Y','Y'
'F','110065','Paraglider','CH46795','BeK','Y','Y'
'F','110066','Paraglider','CH13903','DaB','Y','Y'
'O','11006A','Paraglider','ch52856','FrS','Y','Y'
'F','11006F','Paraglider','h-p','185','Y','Y'
'F','110070','Paraglider','CH9164','ToW','Y','Y'
'F','110071','Paraglider','5385 SS','','Y','Y'
'F','110078','Paraglider','CH42893','ChM','Y','Y'
'F','11008C','Paraglider','Karin','Kar','Y','Y'
'F','11008D','Paraglider','11008D','','Y','Y'
'F','110096','Paraglider','DaniloB','DaB','Y','Y'
'F','110099','Paraglider','Wolf','WAK','Y','Y'
'F','11009D','Paraglider','Bru','Bru','Y','Y'
'F','11009E','Paraglider','34','','Y','Y'
'F','11009F','Paraglider','12749','SGL','Y','Y'
'O','1100AA','Paraglider','CH32358','DoS','Y','Y'
'F','1100B1','Paraglider','JuRo','jro','Y','Y'
'F','1100B2','Paraglider','7493','','Y','Y'
'O','1100C0','Paraglider','R. Zorn','RZo','Y','Y'
'F','1100C2','Paraglider','YetiSam','Sam','Y','Y'
'F','1100C5','Paraglider','RaMu','','Y','Y'
'F','1100CB','Paraglider','53441','','Y','Y'
'O','1100CE','Paraglider','RaCe','RaC','Y','Y'
'F','1100CF','Paraglider','Simon S','SiS','Y','Y'
'F','1100D0','HangGlider','','','Y','Y'
'F','1100E4','Paraglider','49984','ChF','Y','Y'
'F','1100E8','Paraglider','Some1','S1e','Y','Y'
'F','1100EC','Paraglider','Andy','And','Y','Y'
'F','1100EF','Paraglider','','hjb','Y','Y'
'F','1100F8','Paraglider','FranzDo','FDo','Y','Y'
'F','1100F9','Paraglider','ORLO','ORL','Y','Y'
'F','1100FB','Paraglider','DKeidel','DKE','Y','Y'
'F','1100FC','Paraglider','D-NNAV','','Y','Y'
'F','1100FF','Paraglider','xxxxx','ThH','Y','Y'
'O','110106','Paraglider','CH32358','fNk','Y','Y'
'F','110108','Paraglider','Bernd S','Sch','Y','Y'
'F','110117','Paraglider','ClemRP','270','Y','Y'
'F','11011E','Paraglider','FLYOVER','20P','Y','Y'
'F','11012E','Paraglider','53841','SAS','Y','Y'
'O','110136','Paraglider','CH45095','SyB','Y','Y'
'F','110137','Arcus M','35917','','Y','Y'
'F','110141','Paraglider','49028','EB','Y','Y'
'F','110151','Paraglider','','','Y','Y'
'F','11015C','Paraglider','52882','PAT','Y','Y'
'F','110165','Paraglider','Stolli','','Y','Y'
'F','110168','Paraglider','Boris','BW','Y','Y'
'F','110169','Paraglider','110169','','Y','Y'
'F','11016D','Mustang (UL)','D-MSIF','','Y','Y'
'F','11017C','Paraglider','dimi89','dk','Y','Y'
'F','11017D','Paraglider','RLiners','','Y','Y'
'F','110182','Paraglider','1101MD','','Y','Y'
'F','110186','Paraglider','23197','','Y','Y'
'F','11018A','Paraglider','39426','N_S','Y','Y'
'F','1101A5','Paraglider','OE-6801','','Y','Y'
'F','1101A9','HangGlider','Gordo','','Y','Y'
'F','1101C0','Paraglider','OZONE','D3','Y','Y'
'F','1101C1','Paraglider','3DA','3DA','Y','Y'
'F','1101C4','Paraglider','D-NMRY','','Y','Y'
'F','1101CB','Paraglider','KIPFI','','Y','Y'
'F','1101D4','Paraglider','LAD','','Y','Y'
'F','1101D5','Paraglider','Dresel','GeD','Y','Y'
'F','1101E0','Paraglider','KoNy','KM','Y','Y'
'F','1101E3','Paraglider','','','Y','Y'
'F','1101E6','Paraglider','49483','','Y','Y'
'F','1101EB','Paraglider','43061','Tom','Y','Y'
'F','1101F3','Paraglider','','','Y','Y'
'F','110202','Paraglider','MaU','MaU','Y','Y'
'O','110203','Paraglider','IOTA_2','JB','Y','Y'
'F','110207','Paraglider','DMZZN','007','Y','Y'
'F','11020D','Paraglider','Tupath','','Y','Y'
'F','11020F','Paraglider','11020F','','Y','Y'
'F','110210','Diamant','D-MIPP','','Y','Y'
'F','110213','HangGlider','JuerRue','JUR','Y','Y'
'F','110229','Paraglider','Andreas','ALE','Y','Y'
'F','110238','Paraglider','','','Y','Y'
'O','110239','Paraglider','','','Y','Y'
'F','110244','HangGlider','MaWe','MaW','Y','Y'
'F','110248','Paraglider','KLMA','','Y','Y'
'F','11024C','Paraglider','MAMU','','Y','Y'
'F','11024D','Paraglider','JWrdn','JHW','Y','Y'
'F','110255','Paraglider','Mayer','May','Y','Y'
'F','110257','Paraglider','Peter M','PMI','Y','Y'
'F','110258','Paraglider','KBW','','Y','Y'
'F','11025A','Paraglider','','','Y','Y'
'O','11025C','Paraglider','JAppel','CYA','Y','Y'
'F','110264','Paraglider','28947','','Y','Y'
